,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,COUNTRY,DEALSIZE,Total Order Value
814,10223,28,60.57,5,1695.96,2004-02-20,Shipped,1,2,2004,Motorcycles,60,"Australian Collectors, Co.",Australia,Small,49637.57
815,10236,23,55.72,2,1281.56,2004-04-03,Shipped,2,4,2004,Motorcycles,60,Motor Mint Distributors Inc.,USA,Small,7287.24
816,10251,29,61.18,6,1774.22,2004-05-18,Shipped,2,5,2004,Motorcycles,60,Tekni Collectables Inc.,USA,Small,27987.07
817,10263,34,58.75,6,1997.5,2004-06-28,Shipped,2,6,2004,Motorcycles,60,Gift Depot Inc.,USA,Small,44130.520000000004
818,10275,37,63.6,5,2353.2,2004-07-23,Shipped,3,7,2004,Motorcycles,60,La Rochelle Gifts,France,Small,56002.9
819,10285,20,49.06,10,981.2,2004-08-27,Shipped,3,8,2004,Motorcycles,60,Marta's Replicas Co.,USA,Small,48828.72
820,10298,32,48.46,2,1550.72,2004-09-27,Shipped,3,9,2004,Motorcycles,60,Atelier graphique,France,Small,5307.9800000000005
821,10308,34,52.09,3,1771.06,2004-10-15,Shipped,4,10,2004,Motorcycles,60,Mini Classics,USA,Small,46873.04
822,10318,42,52.7,5,2213.4,2004-11-02,Shipped,4,11,2004,Motorcycles,60,Diecast Classics Inc.,USA,Small,44040.729999999996
823,10329,38,100.0,12,5266.04,2004-11-15,Shipped,4,11,2004,Motorcycles,60,Land of Toys Inc.,USA,Medium,53152.28
824,10339,30,62.16,1,1864.8,2004-11-23,Shipped,4,11,2004,Motorcycles,60,"Tokyo Collectables, Ltd",Japan,Small,55888.65
825,10362,23,49.67,3,1142.41,2005-01-05,Shipped,1,1,2005,Motorcycles,60,Technics Stores Inc.,USA,Small,13529.57
826,10374,22,53.3,4,1172.6,2005-02-02,Shipped,1,2,2005,Motorcycles,60,"Australian Gift Network, Co",Australia,Small,21730.03
827,10389,39,100.0,5,6981.0,2005-03-03,Shipped,1,3,2005,Motorcycles,60,Scandinavian Gift Ideas,Sweden,Medium,31606.72
828,10402,55,55.72,2,3064.6,2005-04-07,Shipped,2,4,2005,Motorcycles,60,Auto Canal Petit,France,Medium,14066.8
829,10417,36,61.18,6,2202.48,2005-05-13,Disputed,2,5,2005,Motorcycles,60,Euro Shopping Channel,Spain,Small,31821.9
830,10101,26,100.0,1,3773.38,2003-01-09,Shipped,1,1,2003,Vintage Cars,168,"Blauer See Auto, Co.",Germany,Medium,11432.34
831,10110,31,100.0,1,5074.39,2003-03-18,Shipped,1,3,2003,Vintage Cars,168,"AV Stores, Co.",UK,Medium,51017.92
832,10125,34,100.0,2,6483.46,2003-05-21,Shipped,2,5,2003,Vintage Cars,168,"Australian Collectors, Co.",Australia,Medium,9738.18
833,10139,41,100.0,8,7956.46,2003-07-16,Shipped,3,7,2003,Vintage Cars,168,Souveniers And Things Co.,Australia,Large,28397.260000000002
834,10149,23,100.0,5,4230.62,2003-09-12,Shipped,3,9,2003,Vintage Cars,168,Signal Collectibles Ltd.,USA,Medium,34100.03
835,10162,48,100.0,3,7209.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,168,Corporate Gift Ideas Co.,USA,Large,33180.59
836,10173,22,100.0,7,3452.68,2003-11-05,Shipped,4,11,2003,Vintage Cars,168,Rovelli Gifts,Italy,Medium,40077.71
837,10182,21,100.0,4,3047.73,2003-11-12,Shipped,4,11,2003,Vintage Cars,168,Mini Gifts Distributors Ltd.,USA,Medium,50360.89
838,10193,22,100.0,8,3675.32,2003-11-21,Shipped,4,11,2003,Vintage Cars,168,"Australian Collectables, Ltd",Australia,Medium,37878.55
839,10205,40,100.0,3,7492.4,2003-12-03,Shipped,4,12,2003,Vintage Cars,168,Euro Shopping Channel,Spain,Large,16384.76
840,10214,50,100.0,1,9534.5,2004-01-26,Shipped,1,1,2004,Vintage Cars,168,"Corrida Auto Replicas, Ltd",Spain,Large,24995.469999999998
841,10227,29,100.0,4,5579.02,2004-03-02,Shipped,1,3,2004,Vintage Cars,168,"Saveley & Henriot, Co.",France,Medium,46802.270000000004
842,10244,43,100.0,8,5950.34,2004-04-29,Shipped,2,4,2004,Vintage Cars,168,Euro Shopping Channel,Spain,Medium,28327.64
843,10255,24,100.0,1,3726.0,2004-06-04,Shipped,2,6,2004,Vintage Cars,168,Mini Caravy,France,Medium,5416.9
844,10280,22,100.0,10,4455.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,168,Amica Models & Co.,Italy,Medium,56078.26
845,10289,43,100.0,3,8272.34,2004-09-03,Shipped,3,9,2004,Vintage Cars,168,Herkku Gifts,Norway,Large,16363.1
846,10304,20,100.0,14,3577.6,2004-10-11,Shipped,4,10,2004,Vintage Cars,168,Auto Assoc. & Cie.,France,Medium,59074.9
847,10312,25,100.0,11,3881.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,168,Mini Gifts Distributors Ltd.,USA,Medium,63075.08
848,10322,36,100.0,2,5797.44,2004-11-04,Shipped,4,11,2004,Vintage Cars,168,Online Diecast Creations Co.,USA,Medium,55570.6
849,10332,24,52.67,1,1264.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,168,"AV Stores, Co.",UK,Small,48962.28
850,10347,21,100.0,6,4815.3,2004-11-29,Shipped,4,11,2004,Vintage Cars,168,"Australian Collectors, Co.",Australia,Medium,47442.91
851,10356,30,100.0,1,4462.2,2004-12-09,Shipped,4,12,2004,Vintage Cars,168,Lyon Souveniers,France,Medium,32623.93
852,10367,32,94.79,7,3033.28,2005-01-12,Resolved,1,1,2005,Vintage Cars,168,Toys4GrownUps.com,USA,Medium,44273.36
853,10380,21,47.18,8,990.78,2005-02-16,Shipped,1,2,2005,Vintage Cars,168,Euro Shopping Channel,Spain,Small,38360.4
854,10390,26,78.11,7,2030.86,2005-03-04,Shipped,1,3,2005,Vintage Cars,168,Mini Gifts Distributors Ltd.,USA,Small,61133.28
855,10421,35,100.0,1,5433.75,2005-05-29,In Process,2,5,2005,Vintage Cars,168,Mini Gifts Distributors Ltd.,USA,Medium,7261.75
856,10109,26,100.0,1,3157.44,2003-03-10,Shipped,1,3,2003,Classic Cars,132,Motor Mint Distributors Inc.,USA,Medium,27398.82
857,10123,46,100.0,3,5161.2,2003-05-20,Shipped,2,5,2003,Classic Cars,132,Atelier graphique,France,Medium,16560.3
858,10137,37,100.0,3,4346.76,2003-07-10,Shipped,3,7,2003,Classic Cars,132,Reims Collectables,France,Medium,15146.32
859,10148,27,100.0,10,3528.36,2003-09-11,Shipped,3,9,2003,Classic Cars,132,"Anna's Decorations, Ltd",Australia,Medium,47191.76
860,10161,23,100.0,9,3187.8,2003-10-17,Shipped,4,10,2003,Classic Cars,132,Heintze Collectables,Denmark,Medium,40321.61
861,10172,39,100.0,7,6023.16,2003-11-05,Shipped,4,11,2003,Classic Cars,132,Gift Depot Inc.,USA,Medium,26115.8
862,10181,27,100.0,3,3884.76,2003-11-12,Shipped,4,11,2003,Classic Cars,132,Herkku Gifts,Norway,Medium,60795.84
863,10192,38,100.0,8,4965.84,2003-11-20,Shipped,4,11,2003,Classic Cars,132,Online Diecast Creations Co.,USA,Medium,63981.45
864,10204,27,100.0,14,4169.88,2003-12-02,Shipped,4,12,2003,Classic Cars,132,Muscle Machine Inc,USA,Medium,64316.090000000004
865,10212,40,100.0,7,4910.4,2004-01-16,Shipped,1,1,2004,Classic Cars,132,Euro Shopping Channel,Spain,Medium,65165.17
866,10226,24,100.0,5,3231.36,2004-02-26,Shipped,1,2,2004,Classic Cars,132,Collectable Mini Designs Co.,USA,Medium,25872.22
867,10241,44,100.0,12,6853.44,2004-04-13,Shipped,2,4,2004,Classic Cars,132,Mini Caravy,France,Medium,39341.229999999996
868,10253,37,100.0,2,5177.04,2004-06-01,Cancelled,2,6,2004,Classic Cars,132,"UK Collectables, Ltd.",UK,Medium,50408.25
869,10266,20,100.0,3,2824.8,2004-07-06,Shipped,3,7,2004,Classic Cars,132,L'ordine Souveniers,Italy,Small,56421.65
870,10278,39,100.0,3,4324.32,2004-08-06,Shipped,3,8,2004,Classic Cars,132,Signal Gift Stores,USA,Medium,34453.85
871,10287,44,100.0,1,5052.96,2004-08-30,Shipped,3,8,2004,Classic Cars,132,"Vida Sport, Ltd",Switzerland,Medium,67281.01
872,10301,22,100.0,5,3223.44,2003-10-05,Shipped,4,10,2003,Classic Cars,132,"Norway Gifts By Mail, Co.",Norway,Medium,45078.759999999995
873,10311,43,100.0,10,5278.68,2004-10-16,Shipped,4,10,2004,Classic Cars,132,Euro Shopping Channel,Spain,Medium,34872.13
874,10321,27,100.0,7,2851.2,2004-11-04,Shipped,4,11,2004,Classic Cars,132,FunGiftIdeas.com,USA,Small,49504.380000000005
875,10331,26,64.9,10,1687.4,2004-11-17,Shipped,4,11,2004,Classic Cars,132,Motor Mint Distributors Inc.,USA,Small,48996.1
876,10343,25,52.32,3,1308.0,2004-11-24,Shipped,4,11,2004,Classic Cars,132,Reims Collectables,France,Small,18681.17
877,10366,49,100.0,2,6144.6,2005-01-10,Shipped,1,1,2005,Classic Cars,132,Royale Belge,Belgium,Medium,16628.16
878,10379,29,100.0,5,5127.2,2005-02-10,Shipped,1,2,2005,Classic Cars,132,Euro Shopping Channel,Spain,Medium,18094.97
879,10407,41,100.0,12,6386.16,2005-04-22,On Hold,2,4,2005,Classic Cars,132,The Sharp Gifts Warehouse,USA,Medium,57883.09
880,10419,55,100.0,2,7695.6,2005-05-17,Shipped,2,5,2005,Classic Cars,132,Salzburg Collectables,Austria,Large,59475.1
881,10103,27,83.07,12,2242.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,101,Baane Mini Imports,Norway,Small,54702.0
882,10112,23,100.0,2,2539.89,2003-03-24,Shipped,1,3,2003,Vintage Cars,101,"Volvo Model Replicas, Co",Sweden,Small,9749.0
883,10126,31,90.17,12,2795.27,2003-05-28,Shipped,2,5,2003,Vintage Cars,101,"Corrida Auto Replicas, Ltd",Spain,Small,61073.21
884,10139,46,100.0,1,5545.76,2003-07-16,Shipped,3,7,2003,Vintage Cars,101,Souveniers And Things Co.,Australia,Medium,28397.260000000002
885,10150,47,91.18,9,4285.46,2003-09-19,Shipped,3,9,2003,Vintage Cars,101,"Dragon Souveniers, Ltd.",Singapore,Medium,44219.36
886,10163,31,100.0,2,3329.09,2003-10-20,Shipped,4,10,2003,Vintage Cars,101,Classic Legends Inc.,USA,Medium,25284.75
887,10174,46,100.0,5,5592.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,101,"Australian Gift Network, Co",Australia,Medium,27098.8
888,10183,37,89.15,9,3298.55,2003-11-13,Shipped,4,11,2003,Vintage Cars,101,"Classic Gift Ideas, Inc",USA,Medium,40061.659999999996
889,10193,28,93.21,1,2609.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,101,"Australian Collectables, Ltd",Australia,Small,37878.55
890,10206,37,90.17,7,3336.29,2003-12-05,Shipped,4,12,2003,Vintage Cars,101,Canadian Gift Exchange Network,Canada,Medium,38662.21
891,10215,49,100.0,4,5510.05,2004-01-29,Shipped,1,1,2004,Vintage Cars,101,West Coast Collectables Co.,USA,Medium,37850.08
892,10228,24,100.0,3,2504.4,2004-03-10,Shipped,1,3,2004,Vintage Cars,101,Cambridge Collectables Co.,USA,Small,21782.7
893,10244,30,100.0,1,3525.6,2004-04-29,Shipped,2,4,2004,Vintage Cars,101,Euro Shopping Channel,Spain,Medium,28327.64
894,10257,50,88.14,1,4407.0,2004-06-14,Shipped,2,6,2004,Vintage Cars,101,The Sharp Gifts Warehouse,USA,Medium,16128.1
895,10270,31,96.24,10,2983.44,2004-07-19,Shipped,3,7,2004,Vintage Cars,101,Souveniers And Things Co.,Australia,Small,41297.14
896,10280,46,100.0,3,5126.24,2004-08-17,Shipped,3,8,2004,Vintage Cars,101,Amica Models & Co.,Italy,Medium,56078.26
897,10291,47,100.0,12,5713.79,2004-09-08,Shipped,3,9,2004,Vintage Cars,101,Scandinavian Gift Ideas,Sweden,Medium,53941.69
898,10304,46,100.0,7,4613.8,2004-10-11,Shipped,4,10,2004,Vintage Cars,101,Auto Assoc. & Cie.,France,Medium,59074.9
899,10312,37,100.0,4,3711.1,2004-10-21,Shipped,4,10,2004,Vintage Cars,101,Mini Gifts Distributors Ltd.,USA,Medium,63075.08
900,10322,33,100.0,12,3524.73,2004-11-04,Shipped,4,11,2004,Vintage Cars,101,Online Diecast Creations Co.,USA,Medium,55570.6
901,10333,31,90.17,5,2795.27,2004-11-18,Shipped,4,11,2004,Vintage Cars,101,Mini Wheels Co.,USA,Small,30348.72
902,10347,48,100.0,9,4814.4,2004-11-29,Shipped,4,11,2004,Vintage Cars,101,"Australian Collectors, Co.",Australia,Medium,47442.91
903,10357,41,87.13,6,3572.33,2004-12-10,Shipped,4,12,2004,Vintage Cars,101,Mini Gifts Distributors Ltd.,USA,Medium,42152.11
904,10369,42,100.0,1,4581.36,2005-01-20,Shipped,1,1,2005,Vintage Cars,101,Collectables For Less Inc.,USA,Medium,31474.78
905,10381,41,100.0,8,4319.76,2005-02-17,Shipped,1,2,2005,Vintage Cars,101,Corporate Gift Ideas Co.,USA,Medium,36495.95
906,10391,32,45.25,6,1448.0,2005-03-09,Shipped,1,3,2005,Vintage Cars,101,"Anna's Decorations, Ltd",Australia,Small,35160.25
907,10423,10,88.14,1,881.4,2005-05-30,In Process,2,5,2005,Vintage Cars,101,Petit Auto,Belgium,Small,8411.95
908,10103,35,57.46,14,2011.1,2003-01-29,Shipped,1,1,2003,Vintage Cars,62,Baane Mini Imports,Norway,Small,54702.0
909,10111,28,64.33,2,1801.24,2003-03-25,Shipped,1,3,2003,Vintage Cars,62,Mini Wheels Co.,USA,Small,18695.58
910,10126,46,73.7,14,3390.2,2003-05-28,Shipped,2,5,2003,Vintage Cars,62,"Corrida Auto Replicas, Ltd",Spain,Medium,61073.21
911,10139,20,71.2,3,1424.0,2003-07-16,Shipped,3,7,2003,Vintage Cars,62,Souveniers And Things Co.,Australia,Small,28397.260000000002
912,10150,30,49.97,11,1499.1,2003-09-19,Shipped,3,9,2003,Vintage Cars,62,"Dragon Souveniers, Ltd.",Singapore,Small,44219.36
913,10163,48,69.96,4,3358.08,2003-10-20,Shipped,4,10,2003,Vintage Cars,62,Classic Legends Inc.,USA,Medium,25284.75
914,10173,28,53.72,2,1504.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,62,Rovelli Gifts,Italy,Small,40077.71
915,10183,39,68.08,11,2655.12,2003-11-13,Shipped,4,11,2003,Vintage Cars,62,"Classic Gift Ideas, Inc",USA,Small,40061.659999999996
916,10193,24,51.84,3,1244.16,2003-11-21,Shipped,4,11,2003,Vintage Cars,62,"Australian Collectables, Ltd",Australia,Small,37878.55
917,10206,28,67.46,9,1888.88,2003-12-05,Shipped,4,12,2003,Vintage Cars,62,Canadian Gift Exchange Network,Canada,Small,38662.21
918,10215,31,58.71,6,1820.01,2004-01-29,Shipped,1,1,2004,Vintage Cars,62,West Coast Collectables Co.,USA,Small,37850.08
919,10228,45,63.71,5,2866.95,2004-03-10,Shipped,1,3,2004,Vintage Cars,62,Cambridge Collectables Co.,USA,Small,21782.7
920,10244,24,58.09,3,1394.16,2004-04-29,Shipped,2,4,2004,Vintage Cars,62,Euro Shopping Channel,Spain,Small,28327.64
921,10257,49,53.72,3,2632.28,2004-06-14,Shipped,2,6,2004,Vintage Cars,62,The Sharp Gifts Warehouse,USA,Small,16128.1
922,10269,32,63.08,1,2018.56,2004-07-16,Shipped,3,7,2004,Vintage Cars,62,Salzburg Collectables,Austria,Small,6693.280000000001
923,10280,43,68.71,5,2954.53,2004-08-17,Shipped,3,8,2004,Vintage Cars,62,Amica Models & Co.,Italy,Small,56078.26
924,10291,37,50.59,14,1871.83,2004-09-08,Shipped,3,9,2004,Vintage Cars,62,Scandinavian Gift Ideas,Sweden,Small,53941.69
925,10304,24,64.96,9,1559.04,2004-10-11,Shipped,4,10,2004,Vintage Cars,62,Auto Assoc. & Cie.,France,Small,59074.9
926,10312,35,53.72,6,1880.2,2004-10-21,Shipped,4,10,2004,Vintage Cars,62,Mini Gifts Distributors Ltd.,USA,Small,63075.08
927,10322,41,29.87,13,1224.67,2004-11-04,Shipped,4,11,2004,Vintage Cars,62,Online Diecast Creations Co.,USA,Small,55570.6
928,10332,26,100.0,17,2979.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,62,"AV Stores, Co.",UK,Small,48962.28
929,10347,34,64.96,10,2208.64,2004-11-29,Shipped,4,11,2004,Vintage Cars,62,"Australian Collectors, Co.",Australia,Small,47442.91
930,10357,49,70.58,5,3458.42,2004-12-10,Shipped,4,12,2004,Vintage Cars,62,Mini Gifts Distributors Ltd.,USA,Medium,42152.11
931,10369,28,44.21,6,1237.88,2005-01-20,Shipped,1,1,2005,Vintage Cars,62,Collectables For Less Inc.,USA,Small,31474.78
932,10381,40,68.08,4,2723.2,2005-02-17,Shipped,1,2,2005,Vintage Cars,62,Corporate Gift Ideas Co.,USA,Small,36495.95
933,10392,37,59.96,3,2218.52,2005-03-10,Shipped,1,3,2005,Vintage Cars,62,Mini Auto Werke,Austria,Small,8775.16
934,10423,31,53.72,3,1665.32,2005-05-30,In Process,2,5,2005,Vintage Cars,62,Petit Auto,Belgium,Small,8411.95
935,10106,41,83.44,18,3421.04,2003-02-17,Shipped,1,2,2003,Ships,86,Rovelli Gifts,Italy,Medium,56181.32
936,10119,21,89.46,9,1878.66,2003-04-28,Shipped,2,4,2003,Ships,86,Salzburg Collectables,Austria,Small,38629.14
937,10130,40,96.34,2,3853.6,2003-06-16,Shipped,2,6,2003,Ships,86,Auto-Moto Classics Inc.,USA,Medium,7277.35
938,10143,46,74.84,13,3442.64,2003-08-10,Shipped,3,8,2003,Ships,86,Mini Creations Ltd.,USA,Medium,45738.39
939,10155,44,79.14,11,3482.16,2003-10-06,Shipped,4,10,2003,Ships,86,"Toys of Finland, Co.",Finland,Medium,42083.5
940,10167,46,73.12,7,3363.52,2003-10-23,Cancelled,4,10,2003,Ships,86,Scandinavian Gift Ideas,Sweden,Medium,48710.92
941,10178,41,81.72,10,3350.52,2003-11-08,Shipped,4,11,2003,Ships,86,Alpha Cognac,France,Medium,38098.24
942,10186,32,89.46,7,2862.72,2003-11-14,Shipped,4,11,2003,Ships,86,"Double Decker Gift Stores, Ltd",UK,Small,27541.82
943,10197,46,87.74,4,4036.04,2003-11-26,Shipped,4,11,2003,Ships,86,Enaco Distributors,Spain,Medium,44009.31
944,10209,28,100.0,6,2817.92,2004-01-09,Shipped,1,1,2004,Ships,86,"Men 'R' US Retailers, Ltd.",USA,Small,23889.32
945,10222,49,94.62,10,4636.38,2004-02-19,Shipped,1,2,2004,Ships,86,Collectable Mini Designs Co.,USA,Medium,61617.01
946,10248,21,73.98,1,1553.58,2004-05-07,Cancelled,2,5,2004,Ships,86,Land of Toys Inc.,USA,Small,45357.659999999996
947,10262,32,84.3,15,2697.6,2004-06-24,Cancelled,2,6,2004,Ships,86,Euro Shopping Channel,Spain,Small,50010.65
948,10273,34,98.06,2,3334.04,2004-07-21,Shipped,3,7,2004,Ships,86,Petit Auto,Belgium,Medium,47760.479999999996
949,10283,21,98.06,4,2059.26,2004-08-20,Shipped,3,8,2004,Ships,86,"Royal Canadian Collectables, Ltd.",Canada,Small,43332.35
950,10296,21,96.34,13,2023.14,2004-09-15,Shipped,3,9,2004,Ships,86,"Bavarian Collectables Imports, Co.",Germany,Small,34993.92
951,10307,31,83.44,7,2586.64,2004-10-14,Shipped,4,10,2004,Ships,86,"Classic Gift Ideas, Inc",USA,Small,27445.31
952,10316,21,94.62,15,1987.02,2004-11-01,Shipped,4,11,2004,Ships,86,giftsbymail.co.uk,UK,Small,51334.16
953,10327,25,45.86,5,1146.5,2004-11-10,Resolved,4,11,2004,Ships,86,Danish Wholesale Imports,Denmark,Small,24078.61
954,10338,28,82.58,3,2312.24,2004-11-22,Shipped,4,11,2004,Ships,86,Royale Belge,Belgium,Small,13463.48
955,10350,43,64.97,6,2793.71,2004-12-02,Shipped,4,12,2004,Ships,86,Euro Shopping Channel,Spain,Small,52269.17
956,10373,22,86.74,5,1908.28,2005-01-31,Shipped,1,1,2005,Ships,86,"Oulu Toy Supplies, Inc.",Finland,Small,49055.4
957,10386,37,93.01,5,3441.37,2005-03-01,Resolved,1,3,2005,Ships,86,Euro Shopping Channel,Spain,Medium,53815.72
958,10398,28,72.26,18,2023.28,2005-03-30,Shipped,1,3,2005,Ships,86,Reims Collectables,France,Small,52029.07
959,10400,30,74.84,7,2245.2,2005-04-01,Shipped,2,4,2005,Ships,86,The Sharp Gifts Warehouse,USA,Small,37526.84
960,10414,44,73.98,1,3255.12,2005-05-06,On Hold,2,5,2005,Ships,86,Gifts4AllAges.com,USA,Medium,48316.89
961,10103,25,100.0,13,2539.5,2003-01-29,Shipped,1,1,2003,Vintage Cars,104,Baane Mini Imports,Norway,Small,54702.0
962,10111,43,100.0,1,4818.15,2003-03-25,Shipped,1,3,2003,Vintage Cars,104,Mini Wheels Co.,USA,Medium,18695.58
963,10126,30,97.39,13,2921.7,2003-05-28,Shipped,2,5,2003,Vintage Cars,104,"Corrida Auto Replicas, Ltd",Spain,Small,61073.21
964,10139,20,90.06,2,1801.2,2003-07-16,Shipped,3,7,2003,Vintage Cars,104,Souveniers And Things Co.,Australia,Small,28397.260000000002
965,10150,26,100.0,10,2804.36,2003-09-19,Shipped,3,9,2003,Vintage Cars,104,"Dragon Souveniers, Ltd.",Singapore,Small,44219.36
966,10163,40,100.0,3,4900.8,2003-10-20,Shipped,4,10,2003,Vintage Cars,104,Classic Legends Inc.,USA,Medium,25284.75
967,10173,31,89.01,1,2759.31,2003-11-05,Shipped,4,11,2003,Vintage Cars,104,Rovelli Gifts,Italy,Small,40077.71
968,10183,22,100.0,10,2488.2,2003-11-13,Shipped,4,11,2003,Vintage Cars,104,"Classic Gift Ideas, Inc",USA,Small,40061.659999999996
969,10193,23,100.0,2,2769.89,2003-11-21,Shipped,4,11,2003,Vintage Cars,104,"Australian Collectables, Ltd",Australia,Small,37878.55
970,10206,30,100.0,8,3581.4,2003-12-05,Shipped,4,12,2003,Vintage Cars,104,Canadian Gift Exchange Network,Canada,Medium,38662.21
971,10215,49,100.0,5,5285.14,2004-01-29,Shipped,1,1,2004,Vintage Cars,104,West Coast Collectables Co.,USA,Medium,37850.08
972,10228,31,100.0,4,3181.53,2004-03-10,Shipped,1,3,2004,Vintage Cars,104,Cambridge Collectables Co.,USA,Medium,21782.7
973,10244,29,100.0,2,3340.51,2004-04-29,Shipped,2,4,2004,Vintage Cars,104,Euro Shopping Channel,Spain,Medium,28327.64
974,10257,37,84.82,2,3138.34,2004-06-14,Shipped,2,6,2004,Vintage Cars,104,The Sharp Gifts Warehouse,USA,Medium,16128.1
975,10270,38,100.0,11,4775.08,2004-07-19,Shipped,3,7,2004,Vintage Cars,104,Souveniers And Things Co.,Australia,Medium,41297.14
976,10280,29,100.0,4,3006.43,2004-08-17,Shipped,3,8,2004,Vintage Cars,104,Amica Models & Co.,Italy,Medium,56078.26
977,10291,23,100.0,13,2866.26,2004-09-08,Shipped,3,9,2004,Vintage Cars,104,Scandinavian Gift Ideas,Sweden,Small,53941.69
978,10304,26,85.87,8,2232.62,2004-10-11,Shipped,4,10,2004,Vintage Cars,104,Auto Assoc. & Cie.,France,Small,59074.9
979,10312,38,100.0,5,4457.02,2004-10-21,Shipped,4,10,2004,Vintage Cars,104,Mini Gifts Distributors Ltd.,USA,Medium,63075.08
980,10322,48,47.04,7,2257.92,2004-11-04,Shipped,4,11,2004,Vintage Cars,104,Online Diecast Creations Co.,USA,Small,55570.6
981,10332,40,39.8,18,1592.0,2004-11-17,Shipped,4,11,2004,Vintage Cars,104,"AV Stores, Co.",UK,Small,48962.28
982,10347,45,100.0,11,4948.2,2004-11-29,Shipped,4,11,2004,Vintage Cars,104,"Australian Collectors, Co.",Australia,Medium,47442.91
983,10357,44,100.0,4,5160.76,2004-12-10,Shipped,4,12,2004,Vintage Cars,104,Mini Gifts Distributors Ltd.,USA,Medium,42152.11
984,10369,21,94.22,5,1978.62,2005-01-20,Shipped,1,1,2005,Vintage Cars,104,Collectables For Less Inc.,USA,Small,31474.78
985,10381,35,100.0,5,4288.2,2005-02-17,Shipped,1,2,2005,Vintage Cars,104,Corporate Gift Ideas Co.,USA,Medium,36495.95
986,10392,29,86.92,2,2520.68,2005-03-10,Shipped,1,3,2005,Vintage Cars,104,Mini Auto Werke,Austria,Small,8775.16
987,10423,21,84.82,2,1781.22,2005-05-30,In Process,2,5,2005,Vintage Cars,104,Petit Auto,Belgium,Small,8411.95
988,10105,22,100.0,11,3065.04,2003-02-11,Shipped,1,2,2003,Vintage Cars,136,Danish Wholesale Imports,Denmark,Medium,58871.11
989,10117,26,100.0,5,3551.34,2003-04-16,Shipped,2,4,2003,Vintage Cars,136,"Dragon Souveniers, Ltd.",Singapore,Medium,43657.47
990,10128,41,100.0,2,5544.02,2003-06-06,Shipped,2,6,2003,Vintage Cars,136,Euro Shopping Channel,Spain,Medium,17448.08
991,10142,47,100.0,8,6034.33,2003-08-08,Shipped,3,8,2003,Vintage Cars,136,Mini Gifts Distributors Ltd.,USA,Medium,63088.16
992,10153,31,100.0,7,3641.57,2003-09-28,Shipped,3,9,2003,Vintage Cars,136,Euro Shopping Channel,Spain,Medium,47727.82
993,10166,43,100.0,2,6930.74,2003-10-21,Shipped,4,10,2003,Vintage Cars,136,FunGiftIdeas.com,USA,Medium,11861.689999999999
994,10177,23,100.0,9,3675.63,2003-11-07,Shipped,4,11,2003,Vintage Cars,136,CAF Imports,Spain,Medium,34311.35
995,10185,28,100.0,9,3442.04,2003-11-14,Shipped,4,11,2003,Vintage Cars,136,Mini Creations Ltd.,USA,Medium,52191.44
996,10196,49,100.0,1,6893.81,2003-11-26,Shipped,4,11,2003,Vintage Cars,136,Super Scale Inc.,USA,Medium,42498.76
997,10208,24,100.0,9,2622.48,2004-01-02,Shipped,1,1,2004,Vintage Cars,136,"Saveley & Henriot, Co.",France,Small,54536.87
